"","id","price","title","body","lat","long","posted","updated","header","file","bedrooms","bath","sqft"
"_eby_apa_d_2-bed-2ba-15-garage-nice-east-bay-condo_6817231924.html","6817231924",2445,"$2445 / 2br - 1200ft2 - 2 bed/2Ba w/ 1.5 Garage Nice East Bay condo (oakland hills / mills)","
            QR Code Link to This Post
            
        
1200 sqft - 
2 private bedrooms- 2 bathroom - Tub and Shower in each 
- master bedroom has big walk
In Closet
secondary bedroom- deepWall Closet 
A chefs galley kitchen / Dining Area.
Sliding glass door leads out to patio yard area 
Light and bright Living room 
Lots of storage in unit.
Private gated Back yard and patio areas. 
1.5 attached Garage 
Laundry hook ups in garage 
Ground level Condo
Nice friendly condo community 
Additional parking on site available
$2495 month. 
A security deposit and 1st months rent on move in. 
. 
Must have verifiable income 
1- 2 verifiable pay stubs
2- Bring verifiable ID 
3- Quick application process w/ application fee. 
4- preference to good credit -however, foreclosure ok - will work with credit issues 
- must be employed /or have income verification 
- roommate living welcomed 
- students welcomed
- great BayArea Relocation 
-  will consider Insurance vouchers with Verification 
Avail in January 2019 
Need to Move soon-? Yes- we can assist you ! 
Yes- we can process your application as a rush. 
Condo  # 10 Available soon ! 
Location- Off MacArthur Blvd--- 
Turn in to street between units- unit 10 is on right. 
- Nice renovation in progressive area- new kitchen paint- new flooring , new carpets being installed. Big bathrooms with natural light window. 
Fwy close - walk to to Transit center, Bart,- a short drive to OAKLAND Airport 
Close drive to Mills College, UC Berkeley and Bay Area Technology companies! 
Easy commute to San Francisco by Bart or car! 
Great East Bay shopping, cafes, cultural events, libraries, theaters, Museums, and year round recreation. Very cool friendly community. 
This is a 1st floor unit in one condo building of 3 units. Not wheelchair accessible( 2 steps up to doors) 
A Pet may be considered. 
Utilities ( gas & Electric) run @ 58 mo Water included in rent. 
Email for further information.
Happy Holidays Ã°ÂÂÂ¿",37.772335,-122.176992,"2019-02-11T16:42:48-0800",NA,"2BR / 2Ba","_eby_apa_d_2-bed-2ba-15-garage-nice-east-bay-condo_6817231924.html",2,2,1200
"_eby_apa_d_2-br-apt-5-blocks-from-cal-walk-to_6816532257.html","6816532257",2700,"$2700 / 2br - 650ft2 - 2 BR apt 5 blocks from Cal * walk To Campus* (berkeley)","
            QR Code Link to This Post
            
        
1st fLOOR apt .101 .  2 BEDROOM APT 101 LOCATED AT 2540 COLLEGE AVE. AVAILABLE 
Now. lease 
can  start  Jan 1, 2019 .  
YOU CAN SEND A RESUME TO ME  if you wish. Looking for mature non smoking persons. 4 roommates or less is desired ..No pets. I will hold open house upon your request for an appointment .email  me first. security deposit is 2800. apt has wall to wall carpet, large balcony, quiet building. no pets. Apt will be available jan 1  one parking spot is provided""
kitchen , frig, stove.. building has laundry room. Thank you for your interest. Greg Lee 
G Lee.
Call  show contact info
    ",37.863826,-122.25428,"2019-02-10T21:57:53-0800",NA,"2BR / 1Ba","_eby_apa_d_2-br-apt-5-blocks-from-cal-walk-to_6816532257.html",2,1,650
"_eby_apa_d_2-room-1-bath-loft-260-fallon-st_6816616578.html","6816616578",2600,"$2600 / 2br - 1050ft2 - 2 Room 1 Bath Loft 260 Fallon St, Oakland, CA 94607 (oakland lake merritt / grand)","
            QR Code Link to This Post
            
        
1050 sq.ft $2600 per/month Available Now! 
Loft located in a 3 unit building. This is a 2 room loft (1 bedroom and another bonus room), and 1 bath. Great for people who don't want to live in a large complex. Located in Jack London Square, each unit features new kitchen appliances, hardwood floors, recessed and track lighting, and a bathroom with jetted tub. 
These lofts are ideally located within 1-4 blocks from the Oakland Estuary, Amtrak, BART, and highways 880/580/980 and 24, making an easy commute to San Francisco, Hayward, the Peninsula and Contra Costa County. It is walking distance to Jack London Square, Jack London Cinemas, Estuary Park, Oakland China Town, the SF Ferry and BART (only 15 minutes BART ride to SF). 
- Large dual-paned windows allowing abundant natural light in living area 
- Southwestern exposure offering partial view of the marina 
- exposed steel beams with high ceilings 
- Large bedroom with spacious closet 
- Beautiful hardwood floors on main level and carpet in bedroom 
- Bathroom includes granite vanity and tiled floor with jetted tub 
- Straight staircase leading to second level bedroom/mezzanine 
- Overhead track and other lighting throughout 
- refrigerator, gas oven/range, dishwasher and garbage disposal 
- Washer/Dryer all in one in unit 
- Steps to Jack London Square, Nido, Jack London Cinemas, Estuary Park and the SF Ferry and BART. 
- Some other near-by amenities include: Bay Street Emeryville (including AMC Theater, and California Pizza Kitchen), Lake Merritt, Old Oakland, Preservation Park, Paramount Theater, City Center, Grand Lake Theater; Berkeley. 
- Security Deposit is $3000 
- Water & Trash included 
Please reply with your full name, and phone number.    ",37.793273,-122.266996,"2019-02-11T05:47:20-0800",NA,"2BR / 1Ba","_eby_apa_d_2-room-1-bath-loft-260-fallon-st_6816616578.html",2,1,1050
"_eby_apa_d_287-euclid-ave_6812986269.html","6812986269",2500,"$2500 / 2br - 287 Euclid Ave (oakland lake merritt / grand)","
            QR Code Link to This Post
            
        
Renovated two bedroom and one bath for rent. Secure building, Hardwood floor in the living room and bedrooms, ceramic tiles in the kitchen, hallway and bathroom, freshly painted, double pane window just installed, new blinds, etc.  Absolutely gorgeous. Owner pays Water and Garbage. Refinish tub. Very close to lake merritt, walking distance. Coin laundry facility in the building. Very quiet building. Ready to move in now. Unit have a great view. Rent offer at $2500 a month for quick rent. Please call us at  show contact info
. Parking available.    ",37.8126,-122.2443,"2019-02-06T09:35:30-0800","2019-02-09T09:28:15-0800","2BR / 1Ba","_eby_apa_d_287-euclid-ave_6812986269.html",2,1,NA
"_eby_apa_d_2x2-plus-loft-1150-sq-ft-beautifully_6808712608.html","6808712608",2895,"$2895 / 2br - 1150ft2 - 2x2 Plus Loft!! 1150 Sq Ft, Beautifully Upgraded (albany / el cerrito)","
            QR Code Link to This Post
            
        
Available 3/9! Beautifully upgraded, two bedroom, two bathroom plus loft apartment! This one wont last! Only two of this floor plan on the whole property, very rarely available!
Apartment features:
- Spacious floor plan: 1150 square feet
- Very high vaulted ceilings in the living room, master bedroom and second bedroom
- Ample closet space 
- Washer/Dryer
- Upgraded flooring (hardwood vinyl throughout - bedrooms, stairs and loft are carpeted)
- Very bright unit with tons of natural light
- Third (top) floor corner unit in a building with an elevator
Community amenities:
- State of the Art Fitness Center with Flat Screen TVs
- Covered Parking/Garages Available
- Washers and Dryers in Every Unit
- Close to parks, shopping, restaurants, public transportation and much more!
- Convenient On-line Payments 
- On-site storage units available for rent
- Pet Friendly!
Feel free to email me for more information!    ",NA,NA,"2019-01-31T16:28:53-0800","2019-02-10T10:30:44-0800","2BR / 2Ba","_eby_apa_d_2x2-plus-loft-1150-sq-ft-beautifully_6808712608.html",2,2,1150
"_eby_apa_d_43rd-st-apartment_6812943339.html","6812943339",2000,"$2000 / 2br - 43rd St Apartment (oakland north / temescal)","
            QR Code Link to This Post
            
        
2 Bedroom, 1.5 Bath recently renovated North Oakland/Emeryville. 30 minutes from San Francisco close to Bart Train & Bus routes off street Parking W/D Hook Up. Garbage Paid $2000 a month $2000 security deposit. Contact Randy Rogers  show contact info
.    ",NA,NA,"2019-02-06T08:56:15-0800","2019-02-09T14:31:27-0800","2BR / 1.5Ba","_eby_apa_d_43rd-st-apartment_6812943339.html",2,5,NA
"_eby_apa_d_555-pierce-st-albany_6814029045.html","6814029045",2300,"$2300 / 1br - 555 pierce st, Albany (albany / el cerrito)","
            QR Code Link to This Post
            
        
1bed/1bth apartment in Albany, close to UC Berkeley. All utilities included. Fully furnished.
Spaces
Hot Tub/Spa
Sauna
Pool
Fitness Center
Tennis Court
Amenities
Elevator
Security System
Other Building Features
Gated Entry",37.89,-122.2954,"2019-02-07T13:22:16-0800","2019-02-07T15:36:48-0800","1BR / 1Ba","_eby_apa_d_555-pierce-st-albany_6814029045.html",1,1,NA
"_eby_apa_d_albany-1-bed-1-bath-in-walkers-paradise_6817970707.html","6817970707",1695,"$1695 / 1br - 615ft2 - 1 bed/1 Bath in WALKER's PARADISE (albany / el cerrito)","
            QR Code Link to This Post
            
        


	Address: 6325 Fairmount Ave, El Cerrito, CA

	Rent: $1,695 per month

	Deposit: $1,695

	Other Terms: Owner pays for water and sewer. Tenant contracts directly with PG&E and Waste Management for gas and electric and trash.

	Walker's paradise!! Daily errands, morning coffee, weekend dinner plans, casual lunch, shopping, all within walking distance. Best of all, El Cerrito Plaza Bart Station is a 5-minute walk away!! Amazing location for commuters.
	The apartment has plenty of natural light, is carpeted throughout except for tiled kitchen floors, and the kitchen cabinetry and countertops were updated recently. The apartment is located on the second floor (top floor, so nobody is above you), and the first floor is retail space.
	There is no parking or laundry, unfortunately. There multiple laundry services close by and street parking isn't too bad.

	ÃÂ 

	Please email me to schedule a private tour.

	ÃÂ 

	Andy Rohner

	DRE Lic #01949301
    ",37.900984,-122.301886,"2019-02-12T14:57:08-0800",NA,"1BR / 1Ba","_eby_apa_d_albany-1-bed-1-bath-in-walkers-paradise_6817970707.html",1,1,615
"_eby_apa_d_albany-1bedroom-1-bath-apartment_6814852577.html","6814852577",1850,"$1850 / 1br - 650ft2 - 1Bedroom/1 Bath apartment located in El Cerrito (albany / el cerrito)","
            QR Code Link to This Post
            
        
OPEN HOUSE - Saturday 2/9 from 1:00 to 3:00
One bedroom, one bath downstairs apartment located at 5630 San Diego St , Apt #1 in El Cerrito. Kitchen remodeled with Quartz counters and Stainless steel appliances.  Remodeled bathroom with cultured marble shower /tub combo.  Fresh paint and new mini blinds .  Plenty of storage with 3 closets.  Carport parking for one car ( with another storage closet ) .  Coin laundry on site.  Owner pays water and garbage .  Close to shopping and transportation.
Rent is $1850 per month with $1800 security deposit and a one year lease . 
No pets , no section 8 , non-smoking building, and good credit is a must to qualify ( FICO score of 650 or higher) .
Available now .    ",37.899731,-122.307036,"2019-02-08T13:31:31-0800",NA,"1BR / 1Ba","_eby_apa_d_albany-1bedroom-1-bath-apartment_6814852577.html",1,1,650
"_eby_apa_d_albany-2-bed-room-1-bath_6797209674.html","6797209674",2150,"$2150 / 2br - 800ft2 - 2 Bed Room ,1 Bath (albany / el cerrito)","
            QR Code Link to This Post
            
        
Two Bed Room , One Bath Unit,
Open Yard on front and rear of the property,
On Lot Parking,Easy  Access to Freeway,
Walking distance to El Cerrito BART,PLAZA,99 Ranch,COSTCO,POINT ISBELL DOG PARK,
GOOD SCHOOL,MULTIPLE COMMUNITY COLLEGES,
One year lease,verifiable income no eviction on record,first month rent and deposit ,
Call  show contact info
. Thanks    ",37.903563,-122.314478,"2019-01-17T09:07:20-0800","2019-02-11T11:07:38-0800","2BR / 1Ba","_eby_apa_d_albany-2-bed-room-1-bath_6797209674.html",2,1,800
