"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018",
"Burkina Faso","BFA","Life expectancy at birth, total (years)","SP.DYN.LE00.IN","34.432","34.897","35.369","35.847","36.331","36.815","37.291","37.754","38.207","38.652","39.095","39.542","40.003","40.493","41.025","41.63","42.343","43.166","44.081","45.06","46.049","46.984","47.81","48.486","48.992","49.323","49.492","49.55","49.545","49.505","49.454","49.409","49.374","49.36","49.38","49.445","49.557","49.713","49.914","50.168","50.489","50.893","51.384","51.956","52.602","53.31","54.063","54.841","55.618","56.376","57.096","57.762","58.377","58.942","59.457","59.927","60.361","60.77","",
"Bangladesh","BGD","Life expectancy at birth, total (years)","SP.DYN.LE00.IN","45.831","46.46","47.086","47.694","48.257","48.69","48.895","48.838","48.535","48.05","47.523","47.136","47.031","47.291","47.925","48.865","49.981","51.098","52.082","52.878","53.478","53.917","54.292","54.678","55.102","55.578","56.102","56.654","57.22","57.8","58.401","59.033","59.7","60.4","61.127","61.868","62.61","63.338","64.038","64.702","65.324","65.903","66.448","66.965","67.46","67.937","68.403","68.861","69.312","69.759","70.198","70.626","71.039","71.431","71.803","72.155","72.489","72.808","",
"Bulgaria","BGR","Life expectancy at birth, total (years)","SP.DYN.LE00.IN","69.2475609756098","70.1956097560976","69.4919512195122","70.3092682926829","71.1212195121951","71.2939024390244","71.2234146341464","70.4139024390244","71.2251219512195","70.43","71.2563414634146","70.8736585365854","70.899512195122","71.3421951219512","71.2080487804878","71.049756097561","71.3948780487805","70.8160975609756","71.1846341463415","71.3082926829268","71.1575609756098","71.5719512195122","71.1860975609756","71.3863414634146","71.499756097561","71.2280487804878","71.7307317073171","71.5268292682927","71.6043902439024","71.7224390243903","71.6414634146342","71.5609756097561","71.4943902439024","71.3468292682927","71.2087804878049","71.0534146341464","70.8973170731707","70.3512195121951","71.0609756097561","71.4121951219512","71.6634146341463","71.7682926829268","71.8658536585366","72.0658536585366","72.5634146341463","72.5609756097561","72.6121951219512","72.6634146341463","72.9634146341463","73.4121951219512","73.5121951219512","74.1634146341463","74.3146341463415","74.8609756097561","74.4658536585366","74.6146341463415","74.8121951219512","74.8121951219512","",
"Bahrain","BHR","Life expectancy at birth, total (years)","SP.DYN.LE00.IN","51.868","53.234","54.589","55.91","57.181","58.387","59.523","60.595","61.608","62.559","63.448","64.274","65.042","65.757","66.421","67.04","67.616","68.152","68.651","69.117","69.55","69.95","70.316","70.65","70.956","71.237","71.495","71.735","71.962","72.179","72.39","72.598","72.803","73.006","73.209","73.413","73.619","73.826","74.033","74.239","74.44","74.635","74.822","74.999","75.167","75.326","75.478","75.625","75.77","75.913","76.056","76.199","76.341","76.482","76.622","76.761","76.9","77.038","",
"Bahamas, The","BHS","Life expectancy at birth, total (years)","SP.DYN.LE00.IN","62.881","63.22","63.551","63.873","64.189","64.498","64.8","65.095","65.383","65.665","65.943","66.218","66.49","66.759","67.027","67.291","67.55","67.803","68.05","68.29","68.524","68.755","68.984","69.212","69.438","69.663","69.886","70.104","70.316","70.518","70.705","70.869","71.01","71.131","71.239","71.351","71.482","71.646","71.85","72.093","72.37","72.668","72.971","73.264","73.538","73.787","74.012","74.218","74.41","74.591","74.761","74.923","75.079","75.23","75.379","75.527","75.675","75.823","",
"Bosnia and Herzegovina","BIH","Life expectancy at birth, total (years)","SP.DYN.LE00.IN","60.353","61.019","61.646","62.243","62.818","63.381","63.94","64.499","65.059","65.621","66.187","66.756","67.32","67.867","68.39","68.872","69.296","69.657","69.954","70.193","70.399","70.601","70.82","71.061","71.315","71.534","71.65","71.626","71.461","71.185","70.877","70.645","70.577","70.724","71.091","71.643","72.306","72.977","73.572","74.057","74.413","74.653","74.824","74.967","75.096","75.223","75.353","75.486","75.619","75.758","75.905","76.06","76.223","76.39","76.561","76.735","76.911","77.087","",
"Belarus","BLR","Life expectancy at birth, total (years)","SP.DYN.LE00.IN","67.7080975609756","68.2126585365854","68.6358292682927","68.9920731707317","69.2899268292683","69.5374146341464","69.7346097560976","69.8816585365854","69.9826341463415","70.0451463414634","70.079243902439","70.093","70.0924146341464","70.0824390243902","70.0680731707317","70.0482682926829","70.0159024390244","69.9674146341464","69.9063170731707","69.8416341463415","69.8020243902439","69.8191707317073","69.9082195121951","70.0646585365854","70.2719268292683","70.9926829268293","71.549512195122","70.990243902439","71.3414634146341","71.4829268292683","70.8365853658537","70.3780487804878","70.0219512195122","68.9707317073171","68.7682926829268","68.4609756097561","68.5121951219512","68.4609756097561","68.4073170731707","67.9073170731707","68.9121951219512","68.5073170731707","68.0560975609756","68.5536585365854","68.9560975609756","68.8512195121951","69.4048780487805","70.2073170731707","70.4560975609756","70.4073170731707","70.4048780487805","70.5536585365854","71.9658536585366","72.4707317073171","72.9707317073171","73.6243902439025","73.8268292682927","74.1292682926829","",
"Belize","BLZ","Life expectancy at birth, total (years)","SP.DYN.LE00.IN","59.981","60.531","61.092","61.663","62.241","62.823","63.402","63.971","64.525","65.058","65.566","66.047","66.504","66.939","67.354","67.751","68.135","68.509","68.874","69.229","69.577","69.921","70.257","70.575","70.865","71.11","71.294","71.405","71.437","71.386","71.246","71.011","70.696","70.325","69.922","69.517","69.143","68.82","68.568","68.4","68.329","68.356","68.46","68.619","68.815","69.023","69.218","69.385","69.517","69.611","69.676","69.731","69.798","69.895","70.027","70.192","70.384","70.588","",
"Bermuda","BMU","Life expectancy at birth, total (years)","SP.DYN.LE00.IN","","","","","","68.8978048780488","","","","","70.29","","","","","","","","","","72.3046341463415","","","","","","","","","","","74.029512195122","","","","","","","","","77.8853658536585","77.8853658536585","78.0878048780488","78.3341463414634","78.4853658536586","78.6853658536586","78.8878048780488","78.9341463414634","79.2365853658537","79.3884390243903","79.2885365853658","81.1526829268293","81.6778048780488","80.5724390243902","80.7973170731707","81.0121951219512","81.2270731707317","81.4419512195122","",
"Bolivia","BOL","Life expectancy at birth, total (years)","SP.DYN.LE00.IN","42.138","42.454","42.778","43.11","43.451","43.8","44.157","44.523","44.898","45.28","45.671","46.07","46.477","46.892","47.315","47.745","48.183","48.629","49.082","49.543","50.012","50.489","50.974","51.466","51.965","52.472","52.986","53.507","54.034","54.566","55.104","55.647","56.195","56.747","57.303","57.862","58.423","58.987","59.554","60.122","60.69","61.26","61.829","62.399","62.968","63.538","64.113","64.692","65.272","65.847","66.408","66.945","67.451","67.922","68.357","68.756","69.125","69.473","",
"Brazil","BRA","Life expectancy at birth, total (years)","SP.DYN.LE00.IN","54.241","54.754","55.27","55.785","56.293","56.794","57.289","57.776","58.254","58.717","59.154","59.557","59.919","60.241","60.527","60.782","61.017","61.244","61.476","61.721","61.983","62.264","62.559","62.866","63.185","63.514","63.852","64.197","64.552","64.917","65.3","65.708","66.144","66.607","67.095","67.6","68.112","68.622","69.12","69.599","70.055","70.486","70.896","71.29","71.67","72.04","72.405","72.768","73.129","73.488","73.838","74.174","74.488","74.777","75.042","75.284","75.509","75.723","",
"Barbados","BRB","Life expectancy at birth, total (years)","SP.DYN.LE00.IN","61.002","61.481","61.964","62.451","62.94","63.426","63.9","64.355","64.786","65.191","65.569","65.922","66.257","66.58","66.894","67.203","67.51","67.816","68.12","68.424","68.726","69.024","69.317","69.602","69.878","70.145","70.405","70.658","70.905","71.147","71.383","71.614","71.841","72.061","72.275","72.481","72.678","72.865","73.043","73.213","73.377","73.535","73.691","73.847","74.004","74.163","74.324","74.486","74.648","74.811","74.973","75.133","75.292","75.448","75.603","75.755","75.906","76.057","",
"Brunei Darussalam","BRN","Life expectancy at birth, total (years)","SP.DYN.LE00.IN","62.467","63.017","63.544","64.044","64.515","64.957","65.375","65.776","66.167","66.55","66.928","67.3","67.665","68.021","68.369","68.706","69.032","69.347","69.651","69.945","70.23","70.509","70.784","71.056","71.326","71.595","71.864","72.132","72.397","72.659","72.916","73.167","73.413","73.651","73.883","74.11","74.332","74.551","74.769","74.985","75.202","75.425","75.65","75.875","76.093","76.291","76.455","76.577","76.656","76.699","76.719","76.734","76.764","76.823","76.917","77.046","77.203","77.374","",
"Bhutan","BTN","Life expectancy at birth, total (years)","SP.DYN.LE00.IN","34.526","34.889","35.29","35.734","36.22","36.745","37.303","37.882","38.469","39.057","39.635","40.194","40.735","41.263","41.784","42.311","42.861","43.447","44.077","44.751","45.464","46.204","46.954","47.702","48.442","49.173","49.901","50.632","51.372","52.122","52.879","53.637","54.393","55.146","55.898","56.657","57.432","58.231","59.055","59.899","60.758","61.625","62.484","63.322","64.126","64.882","65.578","66.214","66.792","67.315","67.79","68.227","68.639","69.038","69.43","69.817","70.197","70.565","",
"Botswana","BWA","Life expectancy at birth, total (years)","SP.DYN.LE00.IN","50.661","51.028","51.381","51.726","52.068","52.418","52.787","53.184","53.617","54.09","54.609","55.176","55.782","56.415","57.065","57.721","58.375","59.016","59.63","60.204","60.733","61.215","61.65","62.029","62.334","62.556","62.688","62.716","62.62","62.372","61.905","61.146","60.083","58.748","57.203","55.53","53.826","52.211","50.808","49.712","49.03","48.838","49.108","49.788","50.832","52.165","53.695","55.312","56.919","58.45","59.868","61.179","62.425","63.63","64.78","65.846","66.797","67.618","",
"Central African Republic","CAF","Life expectancy at birth, total (years)","SP.DYN.LE00.IN","36.489","36.902","37.326","37.768","38.233","38.734","39.281","39.877","40.522","41.212","41.946","42.72","43.521","44.33","45.129","45.9","46.628","47.302","47.911","48.442","48.886","49.24","49.507","49.694","49.799","49.823","49.761","49.619","49.402","49.118","48.767","48.35","47.873","47.352","46.807","46.252","45.7","45.166","44.675","44.254","43.937","43.755","43.718","43.827","44.08","44.466","44.967","45.552","46.19","46.862","47.56","48.284","49.041","49.825","50.621","51.41","52.171","52.89","",
"Canada","CAN","Life expectancy at birth, total (years)","SP.DYN.LE00.IN","71.1331707317073","71.3460975609756","71.3670731707317","71.3807317073171","71.7763414634146","71.8721951219512","72.0043902439024","72.2078048780488","72.3534146341463","72.5014634146341","72.7004878048781","73.0292682926829","72.9339024390244","73.1626829268293","73.2375609756098","73.5217073170732","73.8560975609756","74.2156097560976","74.529756097561","74.8663414634146","75.0780487804878","75.4634146341463","75.7634146341463","76.0658536585366","76.2170731707317","76.3682926829268","76.519512195122","76.719512195122","76.919512195122","77.119512195122","77.4219512195122","77.6219512195122","77.7243902439024","77.8243902439025","77.8268292682927","78.0292682926829","78.1804878048781","78.4317073170732","78.6341463414634","78.8853658536585","79.1365853658537","79.3390243902439","79.490243902439","79.7414634146342","79.8926829268293","80.1926829268293","80.3439024390244","80.5439024390244","80.6951219512195","80.9951219512195","81.2463414634146","81.4487804878049","81.6487804878049","81.7487804878049","81.8","81.9","82.300512195122","82.4704878048781","",
"Central Europe and the Baltics","CEB","Life expectancy at birth, total (years)","SP.DYN.LE00.IN","67.8213886391755","68.2621983438663","68.0069256418108","68.696047369717","69.0524845388753","69.2769975955159","69.527071933978","69.2727421876991","69.5360253048841","69.2757342019814","69.4469550552236","69.4851657458499","69.9254412645743","70.0677771920896","70.3059393692972","70.1744086942295","70.3191488957891","70.2423731482792","70.1479321061395","70.2393969939587","69.8902444461581","70.371468673256","70.4551334703053","70.3896117725316","70.3490172357522","70.3127591750386","70.5649178179144","70.6117633312342","70.861708225052","70.7319722597484","70.6563313372586","70.5752213034774","70.7328371314157","70.8459866151448","70.8695439447473","71.0254214282891","71.3360580189951","71.5172580696822","71.8982376759956","72.1845610740875","72.719724722779","73.0961481937343","73.2424154880921","73.3822527825258","73.7371529961276","73.8383001838611","74.0926027308097","74.2506487210768","74.5759526780779","74.9303639266576","75.2939657786314","75.8884748834282","75.9934886034531","76.3551629869809","76.6756236113045","76.5910702431929","76.9889398347238","77.0339659062949","",
"Switzerland","CHE","Life expectancy at birth, total (years)","SP.DYN.LE00.IN","71.3134146341463","71.6448780487805","71.1960975609756","71.1875609756098","72.0778048780488","72.2017073170732","72.3356097560976","72.6365853658537","72.590243902439","72.6126829268293","73.020243902439","73.1307317073171","73.6443902439025","73.9409756097561","74.2870731707317","74.6656097560976","74.7853658536585","75.2380487804878","75.1873170731707","75.4660975609756","75.459268292683","75.6931707317073","76.0339024390244","76.0312195121951","76.6085365853659","76.7336585365854","76.8990243902439","77.1975609756098","77.2265853658537","77.4212195121951","77.2424390243902","77.5146341463415","77.8060975609756","78.0853658536586","78.35","78.4170731707317","78.8960975609756","79.079512195122","79.3243902439025","79.580487804878","79.6804878048781","80.1804878048781","80.3853658536585","80.5365853658537","81.0878048780488","81.2365853658537","81.490243902439","81.7414634146342","81.9926829268293","82.0439024390244","82.2463414634147","82.6951219512195","82.6975609756098","82.7975609756098","83.1975609756098","82.8975609756098","83.6024390243903","83.6024390243903","",
"Channel Islands","CHI","Life expectancy at birth, total (years)","SP.DYN.LE00.IN","70.739","70.833","70.928","71.03","71.143","71.265","71.391","71.512","71.623","71.726","71.823","71.919","72.02","72.133","72.261","72.409","72.58","72.773","72.983","73.208","73.439","73.668","73.89","74.101","74.3","74.49","74.678","74.871","75.074","75.287","75.507","75.726","75.94","76.143","76.338","76.528","76.719","76.918","77.13","77.358","77.602","77.864","78.137","78.417","78.699","78.975","79.241","79.493","79.729","79.947","80.145","80.326","80.494","80.654","80.807","80.958","81.107","81.255","",
"Chile","CHL","Life expectancy at birth, total (years)","SP.DYN.LE00.IN","57.285","57.682","58.097","58.533","58.993","59.479","59.994","60.536","61.104","61.696","62.311","62.95","63.609","64.283","64.967","65.658","66.355","67.052","67.744","68.422","69.074","69.69","70.265","70.798","71.288","71.739","72.157","72.553","72.936","73.311","73.68","74.042","74.394","74.733","75.059","75.374","75.678","75.974","76.259","76.533","76.793","77.034","77.255","77.453","77.632","77.791","77.934","78.066","78.193","78.32","78.454","78.599","78.758","78.931","79.117","79.315","79.522","79.732","",
"China","CHN","Life expectancy at birth, total (years)","SP.DYN.LE00.IN","43.725","44.051","44.783","45.972","47.592","49.549","51.696","53.847","55.843","57.603","59.085","60.303","61.344","62.281","63.134","63.915","64.631","65.278","65.857","66.377","66.843","67.256","67.618","67.933","68.21","68.451","68.661","68.842","69.002","69.15","69.293","69.437","69.587","69.75","69.935","70.156","70.427","70.747","71.115","71.521","71.955","72.401","72.84","73.257","73.642","73.987","74.291","74.562","74.808","75.032","75.236","75.425","75.602","75.769","75.932","76.092","76.252","76.41","",
"Cote d'Ivoire","CIV","Life expectancy at birth, total (years)","SP.DYN.LE00.IN","36.865","37.554","38.223","38.866","39.488","40.103","40.736","41.406","42.125","42.89","43.695","44.526","45.357","46.166","46.94","47.668","48.346","48.979","49.57","50.115","50.616","51.079","51.503","51.885","52.215","52.484","52.677","52.786","52.798","52.706","52.486","52.117","51.605","50.975","50.259","49.501","48.746","48.043","47.438","46.969","46.672","46.567","46.637","46.856","47.205","47.658","48.183","48.747","49.321","49.883","50.423","50.945","51.463","51.989","52.52","53.053","53.582","54.102","",
"Cameroon","CMR","Life expectancy at birth, total (years)","SP.DYN.LE00.IN","41.546","41.988","42.429","42.868","43.304","43.741","44.184","44.64","45.111","45.598","46.104","46.627","47.163","47.705","48.247","48.784","49.311","49.825","50.318","50.781","51.211","51.604","51.958","52.266","52.518","52.698","52.787","52.781","52.68","52.49","52.209","51.835","51.39","50.91","50.433","50.015","49.708","49.543","49.538","49.7","50.026","50.495","51.059","51.671","52.301","52.916","53.494","54.033","54.535","54.996","55.424","55.832","56.241","56.665","57.111","57.582","58.073","58.575","",
"Congo, Dem. Rep.","COD","Life expectancy at birth, total (years)","SP.DYN.LE00.IN","41.098","41.312","41.529","41.755","41.995","42.257","42.549","42.868","43.208","43.563","43.915","44.247","44.545","44.804","45.026","45.222","45.41","45.609","45.833","46.086","46.363","46.651","46.937","47.208","47.461","47.705","47.955","48.221","48.502","48.787","49.043","49.225","49.311","49.302","49.22","49.111","49.04","49.066","49.233","49.557","50.041","50.667","51.385","52.144","52.917","53.675","54.401","55.091","55.743","56.35","56.907","57.418","57.894","58.347","58.782","59.205","59.621","60.031","",
"Congo, Rep.","COG","Life expectancy at birth, total (years)","SP.DYN.LE00.IN","48.602","49.25","49.863","50.437","50.97","51.46","51.907","52.317","52.696","53.049","53.38","53.691","53.987","54.27","54.544","54.815","55.087","55.361","55.632","55.895","56.143","56.372","56.571","56.729","56.835","56.877","56.844","56.736","56.553","56.295","55.954","55.521","55.008","54.438","53.842","53.247","52.677","52.164","51.748","51.473","51.397","51.577","52.017","52.703","53.608","54.687","55.881","57.115","58.321","59.452","60.473","61.37","62.169","62.89","63.536","64.112","64.625","65.088","",
