"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018",
"Australia","AUS","Current health expenditure per capita (current US$)","SH.XPD.CHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1632.42002543","1558.16964966","1763.75317903","2240.97772029","2757.59716147","3004.10299966","3177.4855186","3794.23804483","4088.80427707","3997.50968878","4952.77614737","5876.87848292","6047.020069","5838.38989381","5637.55972074","4887.79482949","5002.35827732","","",
"Austria","AUT","Current health expenditure per capita (current US$)","SH.XPD.CHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2263.49045728","2280.52042345","2486.12855829","3084.31130688","3588.20983205","3708.92114367","3879.53316115","4472.84672658","5037.37198316","4909.23325276","4796.11358919","5161.05829518","4966.37668706","5233.85370976","5386.42480252","4603.02587996","4688.28020378","","",
"Azerbaijan","AZE","Current health expenditure per capita (current US$)","SH.XPD.CHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","24.89211371","25.7122086","28.02454356","52.14592013","75.45278688","114.76211762","139.70196767","178.67870861","221.3572399","267.38397634","287.67622904","333.86759517","374.45440528","405.62394061","440.32807744","377.42764119","268.15586521","","",
"Burundi","BDI","Current health expenditure per capita (current US$)","SH.XPD.CHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8.3995933","8.56499886","7.92316811","7.12364983","9.81227421","12.67660378","16.49478688","18.07362977","18.12653995","21.64768483","26.13816583","24.6351297","21.62524176","22.03444551","16.00598109","14.38674708","18.46188216","","",
"Belgium","BEL","Current health expenditure per capita (current US$)","SH.XPD.CHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1845.32108065","1878.29116528","2074.92384443","2785.63415556","3230.01517707","3324.92058704","3455.22985342","3962.24304427","4508.39118614","4504.20563627","4389.94299666","4792.4028576","4543.07962577","4803.56269697","4908.79185496","4092.15343573","4149.38532224","","",
"Benin","BEN","Current health expenditure per capita (current US$)","SH.XPD.CHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15.82836918","16.75965745","17.39034093","21.53937402","24.4999773","24.14852416","25.40396317","27.90012437","30.20895782","30.60145972","30.98648958","34.87116587","39.1033994","35.75758336","34.40215717","31.29439157","30.40151289","","",
"Burkina Faso","BFA","Current health expenditure per capita (current US$)","SH.XPD.CHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.52564316","7.70797987","8.71375206","11.74841644","17.61220904","18.08619955","21.3547242","27.96674999","29.78364972","31.59088375","33.91081732","34.68530369","32.97102135","43.01057125","39.55127795","33.51485241","40.94095568","","",
"Bangladesh","BGD","Current health expenditure per capita (current US$)","SH.XPD.CHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8.30501829","8.11180565","9.05813237","9.96350615","10.74730592","11.25134348","11.95842439","13.88296064","15.32613641","17.38355544","20.17736083","22.15706873","22.74784885","25.85965612","28.834133","31.84148833","34.21796766","","",
"Bulgaria","BGR","Current health expenditure per capita (current US$)","SH.XPD.CHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","94.49745062","119.82997951","148.14791378","195.74371111","233.11332623","267.74139737","294.10890357","361.23497551","455.54062273","459.30016626","484.75228659","555.86417365","558.6479693","601.04881549","666.40141037","572.04491187","612.47858555","","",
"Bahrain","BHR","Current health expenditure per capita (current US$)","SH.XPD.CHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","485.6842516","484.90454556","503.02868526","567.23581143","550.35713282","570.2916731","591.31377907","692.98704454","757.77077078","785.29140224","796.31714151","805.24039133","971.16563145","1066.36641049","1100.99147344","1128.75585372","1099.36229078","","",
"Bahamas, The","BHS","Current health expenditure per capita (current US$)","SH.XPD.CHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1084.29285978","1091.92274069","1177.395304","1213.00032304","1292.91902048","1372.82117789","1610.93410356","1694.28150779","1720.79523684","1645.73798949","1657.28095069","1661.35614674","1741.75288075","1696.53271127","1687.73500729","1739.74635377","1835.22820219","","",
"Bosnia and Herzegovina","BIH","Current health expenditure per capita (current US$)","SH.XPD.CHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","113.03058382","111.78161116","126.85698435","180.42413221","243.42204355","261.76667385","302.38444044","386.94581481","481.73959138","423.84595797","415.88387839","463.5262179","447.60915281","477.76166278","496.60919394","428.54180572","443.78378047","","",
"Belarus","BLR","Current health expenditure per capita (current US$)","SH.XPD.CHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","57.36072665","73.84975545","86.55201989","109.21336726","141.8443827","197.08180575","222.46560822","279.40172902","349.73474734","289.08926712","341.77470816","317.96707386","363.87216206","453.82675671","447.70035365","360.9772219","317.99419058","","",
"Belize","BLZ","Current health expenditure per capita (current US$)","SH.XPD.CHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","132.6150557","144.61718382","137.42953632","156.79064578","156.79447569","165.82478457","174.36386446","197.56574075","207.67233355","226.19445798","250.41442999","251.75048148","248.73977208","268.32746288","273.86843961","291.27427463","303.60483768","","",
"Bermuda","BMU","Current health expenditure per capita (current US$)","SH.XPD.CHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Bolivia","BOL","Current health expenditure per capita (current US$)","SH.XPD.CHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","43.68352884","45.64089291","44.13570849","47.07165544","46.95573717","51.93206623","56.567511","64.15927552","78.71048376","90.28482224","100.98128161","120.3956968","135.5833533","162.8692343","180.49613778","197.61726801","213.01732534","","",
"Brazil","BRA","Current health expenditure per capita (current US$)","SH.XPD.CHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","245.35732342","212.00836715","231.3334426","239.78769773","291.69917479","393.16768917","488.19966376","604.9819785","712.82938037","721.8451213","1090.78251632","1288.08116881","1234.04761031","1250.55952031","1301.10134635","1002.99855821","1015.93444765","","",
"Barbados","BRB","Current health expenditure per capita (current US$)","SH.XPD.CHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","604.5227127","623.49238966","670.69614698","787.91328611","922.65479842","943.54187673","1009.48687028","1024.98489343","1117.53298393","1146.35148578","1097.62388255","1145.17313832","1273.41655273","1258.09198213","1177.76114027","1158.43513247","1163.84456087","","",
"Brunei Darussalam","BRN","Current health expenditure per capita (current US$)","SH.XPD.CHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","508.43238975","464.6770472","473.11130474","535.13197482","619.13193023","646.08235337","654.71319119","702.8585439","788.96677185","741.55420187","803.49381215","876.43403696","881.99773601","846.61962035","795.03937344","739.22531158","630.6293586","","",
"Bhutan","BTN","Current health expenditure per capita (current US$)","SH.XPD.CHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","31.84200234","36.80226322","36.71079354","38.00378377","46.79818328","47.1664245","54.0985917","63.93717343","56.39552546","58.03411592","69.80133315","74.48488781","80.10847711","81.93151693","82.32856853","91.11316938","91.33533448","","",
"Botswana","BWA","Current health expenditure per capita (current US$)","SH.XPD.CHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","194.81464911","206.04327115","144.96820086","240.82755886","304.96469725","281.2780255","269.24099846","300.14931126","321.45602757","349.81400746","380.96642295","471.45818324","498.65686686","378.02302445","397.57059237","389.37098204","379.9230078","","",
"Central African Republic","CAF","Current health expenditure per capita (current US$)","SH.XPD.CHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11.73188334","9.71220904","11.25311244","12.85223459","13.00584773","15.43082239","15.50454429","18.94192623","18.37651002","19.55119713","16.70606813","18.75053966","18.71936536","16.34556226","18.30316205","21.97935292","16.36043526","","",
"Canada","CAN","Current health expenditure per capita (current US$)","SH.XPD.CHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1998.63443292","2054.40879919","2150.88691435","2551.52221795","2913.39490187","3282.90479512","3709.82466434","4125.21904343","4389.18431515","4290.7762186","4984.50129114","5297.94920838","5352.77379785","5295.88178798","5038.1554268","4501.68970466","4458.21499934","","",
"Central Europe and the Baltics","CEB","Current health expenditure per capita (current US$)","SH.XPD.CHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","221.140525347231","252.201765602104","298.268116403312","372.945199819217","447.062138875974","522.325829671118","580.246229323392","729.907329939467","926.983170683176","841.59976219257","854.948375457473","906.522833187846","850.666193114196","919.770720931887","931.028055040882","816.278432085462","851.236089503038","","",
"Switzerland","CHE","Current health expenditure per capita (current US$)","SH.XPD.CHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3737.80299669","3957.1722986","4420.57432938","5277.37893943","5889.84386814","5964.72622758","5900.51375896","6401.80800897","7411.20600882","7599.47274942","8021.80943753","9572.17179914","9286.55022419","9689.67479123","10014.70930255","9807.79818231","9835.96368572","","",
"Channel Islands","CHI","Current health expenditure per capita (current US$)","SH.XPD.CHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Chile","CHL","Current health expenditure per capita (current US$)","SH.XPD.CHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","358.82542876","328.63886513","324.32386931","351.09785017","428.61901403","501.75073278","572.41642747","650.0741521","726.71572751","738.46034781","871.26343987","995.83846102","1083.46167799","1186.80259009","1154.8481985","1140.13468633","1190.54854502","","",
"China","CHN","Current health expenditure per capita (current US$)","SH.XPD.CHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","42.35367841","43.85884638","49.41679424","56.03277473","63.69899946","72.36211161","81.79034722","97.74692574","132.78531194","163.71219436","187.73346188","237.93364476","283.52219127","328.1848914","361.72443989","392.8460075","398.33155573","","",
"Cote d'Ivoire","CIV","Current health expenditure per capita (current US$)","SH.XPD.CHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","36.43015225","31.86103197","31.82879781","40.21857762","47.95493732","49.88198166","55.29722542","66.71609909","76.0567221","75.78453959","74.97267639","73.44966459","75.29444006","72.23057388","79.05314337","75.45261707","67.57069603","","",
"Cameroon","CMR","Current health expenditure per capita (current US$)","SH.XPD.CHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","26.29117421","27.67918869","31.32293085","38.89506822","41.6311147","42.66516151","44.36485256","50.578296","61.45114496","57.96943368","58.96177642","48.59146001","62.70305079","67.26609211","71.24243367","63.62799174","64.46729416","","",
"Congo, Dem. Rep.","COD","Current health expenditure per capita (current US$)","SH.XPD.CHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20.16247316","6.09181381","4.690651","6.68224321","8.62548194","9.34108564","11.2668685","12.43934844","16.35500834","13.5901713","12.8576483","12.64191034","14.25106852","16.33662202","19.38299666","20.111545","20.5175231","","",
"Congo, Rep.","COG","Current health expenditure per capita (current US$)","SH.XPD.CHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","16.90870229","20.02143754","16.63050839","21.11861112","27.14760651","30.70922799","35.8638353","41.95578521","63.13312929","48.7714623","55.44844074","60.71307946","72.92818325","73.43602694","72.462584","58.44861964","70.37796786","","",
"Colombia","COL","Current health expenditure per capita (current US$)","SH.XPD.CHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","135.38593444","133.24504121","126.42762882","127.62125701","141.82657382","187.17821409","214.31403751","269.58023672","327.86035152","329.27132439","391.03635982","418.93272356","448.23161283","466.62019585","459.47532472","364.04180302","340.36546879","","",
"Comoros","COM","Current health expenditure per capita (current US$)","SH.XPD.CHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","45.59990733","43.3331155","48.36484004","57.4973649","62.66994664","62.44569028","62.499679","67.76602334","72.4941118","68.18515301","67.15080266","78.6099151","65.41310821","69.01913097","68.58201175","58.241607","59.00043787","","",
"Cabo Verde","CPV","Current health expenditure per capita (current US$)","SH.XPD.CHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","62.0360307","65.93231193","71.40619739","87.09820269","95.7708717","98.22501128","115.46809088","130.29696179","130.28705315","132.60164704","148.23267429","158.11458274","172.4175942","186.6414084","186.66822574","159.22015467","159.07351003","","",
"Costa Rica","CRI","Current health expenditure per capita (current US$)","SH.XPD.CHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","251.0935849","258.80649071","280.28943902","291.73629955","294.69034605","314.472359","365.58562523","430.47822813","519.34515481","538.4426183","665.25142103","742.95014878","773.98844708","811.51856226","829.56108868","885.89652033","888.85370049","","",
"Caribbean small states","CSS","Current health expenditure per capita (current US$)","SH.XPD.CHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","253.696287328852","248.051905434149","269.120375965667","279.561484990624","322.965661273865","349.144417744613","387.370678858008","435.432802120448","474.699230324248","464.317515400365","488.760449444802","510.819479098544","532.605820763393","550.670385595767","556.66001381985","579.865909625832","567.215387259962","","",
"Cuba","CUB","Current health expenditure per capita (current US$)","SH.XPD.CHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","180.38781576","197.67107139","212.94424866","226.60643805","231.45393228","330.81305351","386.20797412","568.5514294","608.31645856","674.08861211","606.64462173","692.55531565","597.52413707","705.13099346","855.98927662","972.73010295","970.64616387","","",
"Curacao","CUW","Current health expenditure per capita (current US$)","SH.XPD.CHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Cayman Islands","CYM","Current health expenditure per capita (current US$)","SH.XPD.CHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Cyprus","CYP","Current health expenditure per capita (current US$)","SH.XPD.CHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","751.07733246","782.59857294","890.52353777","1123.60992616","1258.17963519","1328.41276517","1432.18285791","1641.70149643","2156.66028697","2105.02250692","1958.80212713","2153.40231376","1942.21770766","1920.27097696","1847.5536228","1581.63871063","1634.43092199","","",
"Czech Republic","CZE","Current health expenditure per capita (current US$)","SH.XPD.CHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","342.92104924","388.54401981","497.74202265","640.66041757","746.32894962","852.65246739","942.11803475","1110.17662174","1449.33682412","1442.24278483","1373.93174869","1516.5554912","1387.40604424","1554.50899523","1512.92618596","1284.04679839","1321.62020252","","",
"Germany","DEU","Current health expenditure per capita (current US$)","SH.XPD.CHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2332.33077468","2339.06980476","2549.74150083","3136.51092876","3442.14644107","3546.39634493","3683.19384764","4165.64698321","4634.81173792","4642.0035323","4596.64577527","5019.08365252","4750.4169573","5086.58406845","5278.22187754","4605.88077166","4714.2608733","","",
"Djibouti","DJI","Current health expenditure per capita (current US$)","SH.XPD.CHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","31.95798485","31.05513472","40.23333283","46.17570544","40.33253296","40.95962225","47.2321709","50.20168062","53.53124443","54.72465582","55.47851004","67.80436579","71.15094622","66.52605361","72.04343175","81.72909389","70.19033417","","",
"Dominica","DMA","Current health expenditure per capita (current US$)","SH.XPD.CHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","245.38904161","255.18387924","254.97370325","258.25072229","268.70015645","270.34551192","289.23073383","319.49080129","354.19421703","394.80854453","387.09052144","399.12901937","396.08239892","381.69152307","398.36649512","399.04683695","419.36591407","","",
"Denmark","DNK","Current health expenditure per capita (current US$)","SH.XPD.CHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2496.04724147","2602.64299108","2895.80722737","3607.04300494","4194.87316429","4442.75526669","4778.89167269","5468.37913061","6137.77617168","6221.68925524","6011.53783782","6281.00429053","6003.83087379","6236.55388395","6380.7844076","5469.33479157","5565.59342469","","",
"Dominican Republic","DOM","Current health expenditure per capita (current US$)","SH.XPD.CHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","136.6719102","141.49732775","144.8402642","99.78573936","104.7216143","167.37271248","161.65241691","193.80767106","233.68104431","250.35341801","299.65610197","326.62193648","351.53693644","351.30358161","371.23440031","390.94748031","414.17657995","","",
"Algeria","DZA","Current health expenditure per capita (current US$)","SH.XPD.CHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","61.30289032","66.50473274","66.17266498","75.41760422","92.11506564","100.29415156","116.2412296","150.37978239","206.11305037","207.34602105","228.39954356","286.15198581","333.9366346","330.22364637","357.89856619","290.50324012","260.41257932","","",
"East Asia & Pacific (excluding high income)","EAP","Current health expenditure per capita (current US$)","SH.XPD.CHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","38.1030294339719","39.2007165737934","43.7614532812692","50.0177360092595","56.2590371713426","64.5954781509861","74.1789370887174","88.7939893111066","116.127319082815","138.025394903132","160.44320159571","199.548768525898","233.193181386726","264.980743681215","289.200492049536","308.263372748171","313.644245499255","","",
"Early-demographic dividend","EAR","Current health expenditure per capita (current US$)","SH.XPD.CHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","65.1508327185094","66.3136337361701","60.2206673253779","66.7854565582881","75.4210541419827","86.3991503173801","95.8944961750999","111.523128875959","122.716114541343","124.841340129885","143.39316859932","156.825138815923","162.619659894013","168.54149909858","172.57909861042","175.835460946297","157.547650650788","","",
"East Asia & Pacific","EAS","Current health expenditure per capita (current US$)","SH.XPD.CHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","239.241900483068","222.899705539525","224.602492662218","252.122862924957","278.668136219107","292.520229081857","298.469846865544","322.661954034007","375.293468981721","420.504154546951","479.271075486807","587.812900416304","627.471838713607","605.388424020807","615.35486814654","601.866982693571","638.573905648442","","",
"Europe & Central Asia (excluding high income)","ECA","Current health expenditure per capita (current US$)","SH.XPD.CHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","90.2232891058203","95.625377822711","114.384332496536","142.74768776908","181.952570661159","230.093033521642","280.540868957158","357.345102512311","443.531098782517","383.674764797304","417.159970856654","468.003559652882","502.861490058912","540.478275406669","502.499165865797","383.216058668065","371.159406634548","","",
"Europe & Central Asia","ECS","Current health expenditure per capita (current US$)","SH.XPD.CHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","909.832589209109","941.723777863425","1058.4609436023","1318.36615906496","1527.62621076596","1629.86927117069","1744.5737635993","2006.80424608699","2246.12565491646","2155.85215060819","2143.82849641596","2325.09788766474","2230.13643755834","2380.92704044786","2425.09737812677","2099.42314619519","2092.60917875574","","",
"Ecuador","ECU","Current health expenditure per capita (current US$)","SH.XPD.CHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","48.09148439","71.15251427","97.35246488","132.39260109","150.34760388","168.5761067","190.56648923","210.59259498","248.64878634","274.00588729","331.68930027","410.8297528","483.52284847","519.9339759","551.46928068","528.20146197","504.78248204","","",
"Egypt, Arab Rep.","EGY","Current health expenditure per capita (current US$)","SH.XPD.CHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","72.52476666","71.97563985","67.21645378","52.98259935","53.06534883","62.81664606","70.1809435","77.66156169","95.62693327","104.94460222","111.43534955","123.25961288","143.38037538","140.33245158","153.78876387","156.6371314","130.9858695","","",
"Euro area","EMU","Current health expenditure per capita (current US$)","SH.XPD.CHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1733.71306266814","1777.89362167482","1971.69633878939","2475.28658592372","2831.11776710692","2971.70023326501","3137.27023156594","3559.01091377094","4006.49936171169","3936.87875405127","3834.41512294245","4102.97475209135","3840.85675390601","4023.25568234866","4106.8746904721","3520.62805851514","3588.12025136626","","",
"Eritrea","ERI","Current health expenditure per capita (current US$)","SH.XPD.CHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9.39300576","9.96148087","10.69895639","13.21901886","15.59273761","14.70170473","15.80497954","12.96315869","12.70316173","18.7524614","16.61465149","24.51723677","19.87064909","22.03240118","24.48536291","27.18065285","29.8912246","","",
"Spain","ESP","Current health expenditure per capita (current US$)","SH.XPD.CHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1002.7870268","1044.13696078","1169.05998715","1632.52686395","1915.3798965","2051.79026285","2228.206706","2588.51353807","2967.67667166","2914.03207086","2778.44419117","2898.89692968","2589.85219276","2630.38932499","2671.43696516","2351.79764636","2389.88740785","","",
"Estonia","EST","Current health expenditure per capita (current US$)","SH.XPD.CHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","209.71314679","214.70416521","250.48020728","349.36022121","449.51637585","510.72580401","618.01662028","832.45185131","1038.57098206","963.06650345","926.45024229","1014.62986541","1013.32310234","1144.29039142","1237.27233339","1112.4659564","1185.33334806","","",
"Ethiopia","ETH","Current health expenditure per capita (current US$)","SH.XPD.CHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.35950243","5.57839044","5.22523175","5.79413777","5.83911949","6.6205837","8.17550878","11.45837214","13.40835761","14.80808019","16.69390514","15.12680273","20.72801009","19.98802132","22.43831346","25.11154955","27.52365701","","",
